molecule_chembl_id,pchembl_value
CHEMBL1830266,4.58
CHEMBL1241391,4.0
CHEMBL5951869,7.55
CHEMBL5781806,6.76
CHEMBL6031216,8.7
CHEMBL52882,8.51
CHEMBL1092382,7.5433
CHEMBL2087359,8.1
CHEMBL6047881,7.96
CHEMBL4441392,7.265
CHEMBL5824131,9.18
CHEMBL524820,4.43
CHEMBL2385990,6.35
CHEMBL5432280,7.825
CHEMBL2347959,5.9
CHEMBL2448064,6.52
CHEMBL3092298,5.675
CHEMBL4107818,7.72
CHEMBL3898690,8.64
CHEMBL4102942,4.35
CHEMBL5566816,6.6367
CHEMBL597303,5.2
CHEMBL5799859,6.96
CHEMBL1241677,4.91
CHEMBL5796539,5.37
CHEMBL5956631,5.26
CHEMBL288441,6.795
CHEMBL4093766,7.04
CHEMBL4073062,6.36
CHEMBL5776801,6.26
CHEMBL5209100,6.82
CHEMBL3970330,7.69
CHEMBL5571786,5.085
CHEMBL1944926,4.25
CHEMBL3676385,7.58
CHEMBL787,5.5
CHEMBL177688,5.87
CHEMBL2029430,8.3
CHEMBL93049,7.23
CHEMBL5420945,7.2
CHEMBL6055178,5.26
CHEMBL596736,8.03
CHEMBL6000015,5.62
CHEMBL4463766,7.145
CHEMBL4292351,7.77
CHEMBL3676368,7.55
CHEMBL4434788,7.3925
CHEMBL5802925,5.26
CHEMBL6032138,5.26
CHEMBL5618455,7.07
CHEMBL4563980,7.23
CHEMBL1241676,7.17
CHEMBL5181437,6.85
CHEMBL3967836,8.3
CHEMBL5951162,7.0675
CHEMBL4569552,7.4
CHEMBL4550702,4.55
CHEMBL392774,6.72
CHEMBL6016889,5.15
CHEMBL428046,7.08
CHEMBL246284,7.21
CHEMBL65250,8.4
CHEMBL5810815,6.58
CHEMBL5901017,8.15
CHEMBL5188250,7.7625
CHEMBL5569244,8.97
CHEMBL1172418,4.62
CHEMBL589560,6.17
CHEMBL5434067,7.43
CHEMBL210659,7.17
CHEMBL600381,6.33
CHEMBL300791,8.0
CHEMBL3758351,8.7
CHEMBL4279227,8.895
CHEMBL3775459,6.73
CHEMBL2437482,7.1267
CHEMBL4457733,5.95
CHEMBL351629,9.36
CHEMBL5082394,6.77
CHEMBL172514,6.51
CHEMBL93783,7.85
CHEMBL1914668,8.18
CHEMBL94019,6.04
CHEMBL6049512,7.6
CHEMBL5743835,6.58
CHEMBL5841526,5.26
CHEMBL5982687,6.76
CHEMBL2316152,4.68
CHEMBL383444,5.755
CHEMBL3927293,7.96
CHEMBL5810642,8.05
CHEMBL3218001,6.5
CHEMBL3233761,5.92
CHEMBL3622668,8.16
CHEMBL5844856,6.32
CHEMBL138363,7.36
CHEMBL5871921,8.52
CHEMBL5838641,6.3
CHEMBL4069284,5.04
CHEMBL4847730,4.93
CHEMBL3604941,6.12
CHEMBL3639752,7.92
CHEMBL2325092,7.0
CHEMBL3671540,6.81
CHEMBL5805459,9.42
CHEMBL591706,4.49
CHEMBL1242756,4.47
CHEMBL3798501,8.105
CHEMBL85021,5.61
CHEMBL418909,8.7
CHEMBL3601223,6.39
CHEMBL3938358,7.48
CHEMBL1088931,8.21
CHEMBL6052248,6.402
CHEMBL5429263,4.5
CHEMBL3233787,8.275
CHEMBL4442035,5.34
CHEMBL4577883,9.03
CHEMBL4443188,8.56
CHEMBL538909,6.22
CHEMBL2205030,5.27
CHEMBL5288249,7.97
CHEMBL4871569,7.14
CHEMBL24828,6.73
CHEMBL3678948,8.48
CHEMBL139044,7.57
CHEMBL505705,6.22
CHEMBL31373,8.815
CHEMBL1958210,5.25
CHEMBL5177306,9.05
CHEMBL5272206,6.51
CHEMBL5435372,6.92
CHEMBL3344210,7.46
CHEMBL3671475,8.52
CHEMBL3671476,7.33
CHEMBL4744138,8.68
CHEMBL1812572,6.92
CHEMBL3828092,7.455
CHEMBL4096329,4.68
CHEMBL3957055,9.16
CHEMBL5939530,8.3
CHEMBL345077,6.47
CHEMBL4097770,6.42
CHEMBL593860,8.7
CHEMBL1958039,5.38
CHEMBL5920416,8.7
CHEMBL5921815,7.39
CHEMBL3898077,8.7
CHEMBL3671505,7.6
CHEMBL76985,4.33
CHEMBL5790724,8.095
CHEMBL250318,7.85
CHEMBL4103757,7.83
CHEMBL5773640,6.76
CHEMBL3954273,7.19
CHEMBL2347962,5.835
CHEMBL5440481,7.82
CHEMBL1170459,5.24
CHEMBL5863307,5.26
CHEMBL4227490,6.72
CHEMBL5780659,7.77
CHEMBL4227552,6.9167
CHEMBL53637,8.72
CHEMBL5780871,8.15
CHEMBL3234742,7.37
CHEMBL3604933,5.71
CHEMBL5566405,6.82
CHEMBL3774451,6.24
CHEMBL299026,5.21
CHEMBL348146,4.55
CHEMBL4073912,6.86
CHEMBL1240553,5.48
CHEMBL1242477,5.6
CHEMBL3739586,5.46
CHEMBL103552,5.39
CHEMBL307599,5.68
CHEMBL431977,9.0
CHEMBL4789027,9.22
CHEMBL3219132,7.44
CHEMBL1173655,8.4212
CHEMBL2347958,7.7971
CHEMBL3344213,7.41
CHEMBL52913,8.44
CHEMBL5819273,5.3633
CHEMBL5630714,7.735
CHEMBL4067871,8.55
CHEMBL5960910,8.52
CHEMBL5968807,5.678
CHEMBL5589692,7.11
CHEMBL3604942,5.3
CHEMBL194958,6.92
CHEMBL55979,6.0233
CHEMBL3416633,7.16
CHEMBL251498,7.3
CHEMBL309937,4.11
CHEMBL3759369,9.05
CHEMBL1254443,5.92
CHEMBL5784892,6.26
CHEMBL4079506,5.89
CHEMBL380669,8.38
CHEMBL5745601,7.14
CHEMBL1241772,4.0
CHEMBL5828371,7.515
CHEMBL5176588,6.59
CHEMBL5813164,6.56
CHEMBL4643903,6.24
CHEMBL3671520,7.62
CHEMBL5987128,8.7
CHEMBL5430683,6.14
CHEMBL3740131,5.49
CHEMBL5821130,6.76
CHEMBL3357639,8.63
CHEMBL3357640,8.185
CHEMBL5559947,7.43
CHEMBL4129781,9.1
CHEMBL195029,5.57
CHEMBL3133907,5.21
CHEMBL20926,4.19
CHEMBL5562728,4.13
CHEMBL4297865,8.4433
CHEMBL3092306,5.94
CHEMBL6041702,7.46
CHEMBL5780712,6.76
CHEMBL1234815,6.41
CHEMBL5561933,5.67
CHEMBL5271568,6.85
CHEMBL5197545,9.87
CHEMBL93754,5.95
CHEMBL201840,4.9
CHEMBL5967623,7.6
CHEMBL3975990,7.0
CHEMBL5955586,5.26
CHEMBL5205583,6.4225
CHEMBL590526,5.73
CHEMBL4471464,4.81
CHEMBL6060697,8.52
CHEMBL4743173,7.2533
CHEMBL1828869,5.19
CHEMBL80030,6.64
CHEMBL3671546,5.99
CHEMBL1928947,7.43
CHEMBL4096207,5.16
CHEMBL3944095,6.42
CHEMBL597365,6.76
CHEMBL3436355,7.9
CHEMBL5971875,7.96
CHEMBL5918098,7.96
CHEMBL5828618,7.36
CHEMBL5917246,7.55
CHEMBL5942555,8.31
CHEMBL3676366,6.67
CHEMBL3425664,6.2267
CHEMBL72322,6.38
CHEMBL5187021,6.525
CHEMBL3133898,5.06
CHEMBL194389,6.36
CHEMBL5430547,7.5867
CHEMBL6039255,6.53
CHEMBL5759154,7.06
CHEMBL3699594,7.7
CHEMBL333038,6.48
CHEMBL544865,6.35
CHEMBL2070048,6.16
CHEMBL4559217,6.71
CHEMBL3978740,7.79
CHEMBL3219507,6.34
CHEMBL1173602,5.14
CHEMBL118000,5.64
CHEMBL2105712,8.9
CHEMBL296407,5.1125
CHEMBL5973924,9.0
CHEMBL5188940,10.1
CHEMBL4078914,8.48
CHEMBL572031,6.14
CHEMBL5964531,8.52
CHEMBL367625,5.495
CHEMBL3612572,5.26
CHEMBL4456359,6.195
CHEMBL453502,6.3
CHEMBL5771960,8.4
CHEMBL4090601,7.9533
CHEMBL5203640,7.06
CHEMBL4456266,7.1033
CHEMBL6023899,8.7
CHEMBL5924696,7.9533
CHEMBL6046827,7.885
CHEMBL5874587,5.04
CHEMBL5810421,4.52
CHEMBL3798128,7.98
CHEMBL3960786,5.03
CHEMBL4583545,6.49
CHEMBL408683,6.4
CHEMBL4744973,7.66
CHEMBL4752022,7.66
CHEMBL1090359,8.64
CHEMBL5401604,5.93
CHEMBL5188857,6.22
CHEMBL5966417,6.26
CHEMBL5199399,7.85
CHEMBL5846553,5.03
CHEMBL5818806,7.72
CHEMBL5890241,6.56
CHEMBL1090352,6.06
CHEMBL3604918,5.47
CHEMBL1242844,4.0
CHEMBL461781,5.2
CHEMBL5279491,7.38
CHEMBL2148052,7.96
CHEMBL4089892,8.065
CHEMBL5977568,5.86
CHEMBL81712,8.05
CHEMBL1242471,4.0
CHEMBL3963723,8.22
CHEMBL5762944,6.42
CHEMBL1242574,6.66
CHEMBL5979481,7.17
CHEMBL2337362,4.38
CHEMBL4790568,9.0
CHEMBL5772398,8.4
CHEMBL3913778,7.48
CHEMBL3676388,7.06
CHEMBL5948125,5.76
CHEMBL4642574,6.6725
CHEMBL4646030,6.873
CHEMBL1683949,5.96
CHEMBL4250191,7.81
CHEMBL451513,7.0
CHEMBL3746421,5.18
CHEMBL137534,7.42
CHEMBL464721,5.8
CHEMBL4568408,5.5
CHEMBL190567,5.4733
CHEMBL592466,7.1
CHEMBL255170,8.15
CHEMBL2018754,5.19
CHEMBL4097216,7.12
CHEMBL2103842,8.15
CHEMBL5087994,6.0333
CHEMBL5922838,7.99
CHEMBL5928141,6.76
CHEMBL5418539,9.985
CHEMBL424302,5.89
CHEMBL4792673,6.885
CHEMBL247101,6.6
CHEMBL5798780,6.76
CHEMBL4763960,6.11
CHEMBL2335016,4.79
CHEMBL5911677,8.15
CHEMBL4746895,8.025
CHEMBL5935788,7.68
CHEMBL5435463,8.035
CHEMBL6048989,8.4
CHEMBL5997253,5.26
CHEMBL3940060,6.48
CHEMBL3425658,5.945
CHEMBL4229266,7.0
CHEMBL1821875,6.2
CHEMBL4782320,6.31
CHEMBL86754,5.72
CHEMBL4083904,7.58
CHEMBL86531,4.54
CHEMBL5949878,5.92
CHEMBL5279794,7.41
CHEMBL2381504,7.4833
CHEMBL1947121,6.38
CHEMBL5817477,8.0467
CHEMBL458997,6.26
CHEMBL3932286,8.26
CHEMBL3397276,6.02
CHEMBL3397275,5.92
CHEMBL5885691,5.26
CHEMBL205776,7.18
CHEMBL5831945,7.89
CHEMBL5886334,5.26
CHEMBL304971,6.39
CHEMBL1821894,5.16
CHEMBL5180965,7.64
CHEMBL307209,7.02
CHEMBL5561503,5.86
CHEMBL4068092,6.78
CHEMBL5267338,6.99
CHEMBL381080,7.3
CHEMBL107472,5.12
CHEMBL4089279,7.68
CHEMBL3237937,6.62
CHEMBL4548960,8.1
CHEMBL5757114,5.725
CHEMBL5170519,7.85
CHEMBL4592472,6.84
CHEMBL5789996,6.26
CHEMBL5952457,7.7075
CHEMBL4445843,4.59
CHEMBL214857,8.52
CHEMBL6002110,7.37
CHEMBL357097,6.34
CHEMBL1945445,4.92
CHEMBL1828874,4.95
CHEMBL2316146,5.15
CHEMBL4166038,6.05
CHEMBL5979907,8.15
CHEMBL94066,6.97
CHEMBL515598,5.11
CHEMBL5837411,5.86
CHEMBL4856453,7.48
CHEMBL3805893,5.04
CHEMBL5438643,7.11
CHEMBL4065288,7.99
CHEMBL5904771,8.7
CHEMBL3676349,7.1
CHEMBL3758868,8.3
CHEMBL5274133,6.315
CHEMBL402293,7.85
CHEMBL5542997,7.508
CHEMBL2347967,6.7
CHEMBL3740144,8.08
CHEMBL53375,7.41
CHEMBL5432141,8.37
CHEMBL144791,5.96
CHEMBL3741399,7.47
CHEMBL3965087,7.715
CHEMBL2064396,4.1
CHEMBL416611,8.055
CHEMBL4531912,7.89
CHEMBL5970897,8.1
CHEMBL1241945,5.98
CHEMBL160935,5.11
CHEMBL275762,8.2925
CHEMBL5560320,7.09
CHEMBL5825791,7.6
CHEMBL4644209,4.695
CHEMBL1944930,4.07
CHEMBL4276965,6.22
CHEMBL5786132,9.2233
CHEMBL5964497,8.4
CHEMBL4448712,6.3
CHEMBL153739,7.7
CHEMBL3945555,6.8
CHEMBL4129646,9.4
CHEMBL4215703,5.16
CHEMBL6006961,7.675
CHEMBL3628796,5.11
CHEMBL324371,4.0
CHEMBL5903081,8.52
CHEMBL92824,6.24
CHEMBL5284397,7.99
CHEMBL5976386,7.7733
CHEMBL5948245,5.27
CHEMBL214631,6.97
CHEMBL566350,7.42
CHEMBL4760328,10.0
CHEMBL5762343,6.26
CHEMBL2312303,5.37
CHEMBL57462,5.56
CHEMBL6011854,8.1
CHEMBL5753590,6.4
CHEMBL4547332,8.7
CHEMBL5752981,6.76
CHEMBL3759190,7.7
CHEMBL5639303,6.97
CHEMBL5893059,6.51
CHEMBL3819553,7.68
CHEMBL3623280,6.78
CHEMBL3353400,4.12
CHEMBL4520286,6.18
CHEMBL5959081,8.52
CHEMBL570709,6.11
CHEMBL3893416,6.28
CHEMBL25425,6.52
CHEMBL5280584,7.92
CHEMBL1241580,5.94
CHEMBL2403108,6.7475
CHEMBL5288191,5.24
CHEMBL4749862,9.22
CHEMBL5196254,6.96
CHEMBL5206715,9.2086
CHEMBL333418,6.36
CHEMBL5743417,5.26
CHEMBL2064393,7.0
CHEMBL511839,7.09
CHEMBL140,5.07
CHEMBL5909282,7.92
CHEMBL206955,8.22
CHEMBL382638,7.7
CHEMBL4791953,6.7
CHEMBL5806557,9.2633
CHEMBL4635625,5.39
CHEMBL4786776,9.3
CHEMBL5835722,6.125
CHEMBL2426280,6.1
CHEMBL59099,4.35
CHEMBL1822062,5.2
CHEMBL2148045,7.51
CHEMBL5902827,7.1967
CHEMBL5980570,5.26
CHEMBL1173688,5.38
CHEMBL6009791,6.52
CHEMBL5852943,7.92
CHEMBL5793602,8.52
CHEMBL4072769,7.43
CHEMBL5846022,8.4
CHEMBL2336358,4.91
CHEMBL4516586,7.675
CHEMBL1277620,5.24
CHEMBL92882,5.95
CHEMBL3221558,5.21
CHEMBL3678953,7.6867
CHEMBL5991347,6.68
CHEMBL4067255,6.51
CHEMBL340700,8.49
CHEMBL3676393,6.76
CHEMBL4443062,7.607
CHEMBL281543,6.93
CHEMBL5275486,6.97
CHEMBL6063486,8.4
CHEMBL204232,5.49
CHEMBL5885285,7.96
CHEMBL5558572,4.63
CHEMBL203599,9.3
CHEMBL172652,8.39
CHEMBL399438,6.63
CHEMBL5937992,5.26
CHEMBL3663932,9.01
CHEMBL3663931,8.83
CHEMBL5291010,6.68
CHEMBL5760517,5.875
CHEMBL5820008,7.91
CHEMBL3347488,6.57
CHEMBL4208224,5.77
CHEMBL168285,6.1
CHEMBL5270000,7.82
CHEMBL3951754,6.28
CHEMBL3752204,8.02
CHEMBL3425667,5.79
CHEMBL5870730,8.7
CHEMBL472943,5.28
CHEMBL1958023,5.52
CHEMBL2437463,7.9667
CHEMBL5203176,6.45
CHEMBL2408824,5.6067
CHEMBL5188960,7.235
CHEMBL3403514,6.51
CHEMBL5566277,8.0
CHEMBL4297674,5.7
CHEMBL2337363,4.2
CHEMBL5933251,8.4
CHEMBL5855803,9.14
CHEMBL3633143,8.425
CHEMBL4089601,7.075
CHEMBL5171983,6.68
CHEMBL5185922,7.785
CHEMBL5829626,6.2933
CHEMBL91009,8.05
CHEMBL4286871,6.77
CHEMBL592201,5.75
CHEMBL481324,7.02
CHEMBL4641942,5.31
CHEMBL5962801,6.26
CHEMBL4092632,7.53
CHEMBL1822065,5.12
CHEMBL5920911,6.26
CHEMBL3233768,5.19
CHEMBL5946842,6.52
CHEMBL5891982,8.3
CHEMBL5631782,6.91
CHEMBL3622637,8.27
CHEMBL5196495,8.054
CHEMBL5568516,6.47
CHEMBL5804483,5.795
CHEMBL3355886,7.82
CHEMBL2180203,6.895
CHEMBL4291935,7.09
CHEMBL3416612,6.82
CHEMBL4858176,4.6
CHEMBL5961157,5.65
CHEMBL329867,8.19
CHEMBL4445015,5.32
CHEMBL1929312,4.46
CHEMBL1914657,5.34
CHEMBL4747958,9.7
CHEMBL1173251,4.91
CHEMBL5902375,6.26
CHEMBL5886177,8.52
CHEMBL3896615,6.3
CHEMBL3805283,7.435
CHEMBL5885757,8.3
CHEMBL3922068,7.0
CHEMBL3263359,5.4
CHEMBL5613341,7.44
CHEMBL4207951,7.31
CHEMBL4460320,7.75
CHEMBL591910,5.76
CHEMBL5086054,6.33
CHEMBL246492,6.19
CHEMBL470391,7.37
CHEMBL6013534,8.2
CHEMBL5873371,9.0
CHEMBL5397490,6.13
CHEMBL401713,6.98
CHEMBL4435619,6.05
CHEMBL5910757,7.07
CHEMBL2064388,4.52
CHEMBL3325475,5.89
CHEMBL4434924,7.42
CHEMBL184311,5.49
CHEMBL5268062,6.8
CHEMBL516487,7.27
CHEMBL4095623,4.6
CHEMBL4780903,6.91
CHEMBL1241680,4.0
CHEMBL498249,4.39
CHEMBL4795888,6.15
CHEMBL5195669,6.57
CHEMBL591038,8.5
CHEMBL6056251,6.76
CHEMBL4103121,5.3
CHEMBL5176561,6.35
CHEMBL104,4.16
CHEMBL5824811,8.7
CHEMBL3671527,7.35
CHEMBL5192318,6.435
CHEMBL4202955,5.24
CHEMBL165495,8.51
CHEMBL247512,6.42
CHEMBL4285217,8.94
CHEMBL3612564,5.29
CHEMBL4125772,7.04
CHEMBL3740102,5.225
CHEMBL354310,6.48
CHEMBL3098326,4.42
CHEMBL2064390,5.52
CHEMBL3747079,5.02
CHEMBL2064403,6.92
CHEMBL1821869,7.22
CHEMBL5191510,9.52
CHEMBL5940286,7.96
CHEMBL3221542,5.41
CHEMBL301018,7.655
CHEMBL3221557,5.12
CHEMBL4225571,6.29
CHEMBL4453429,7.36
CHEMBL1094194,5.72
CHEMBL5207083,7.69
CHEMBL4869409,7.79
CHEMBL3735952,6.06
CHEMBL5595344,8.7
CHEMBL5933567,7.6925
CHEMBL3774712,6.23
CHEMBL3901296,9.29
CHEMBL3895468,9.43
CHEMBL5864399,9.4
CHEMBL5179952,8.31
CHEMBL5825514,6.76
CHEMBL5995787,7.5267
CHEMBL5947228,7.85
CHEMBL1830274,6.46
CHEMBL2283258,4.42
CHEMBL599218,5.645
CHEMBL605976,7.89
CHEMBL1958216,5.94
CHEMBL3040543,7.83
CHEMBL1242567,5.54
CHEMBL5182231,7.315
CHEMBL4079183,6.99
CHEMBL3943438,7.85
CHEMBL5856988,5.98
CHEMBL225929,7.15
CHEMBL4082783,6.535
CHEMBL5750602,5.26
CHEMBL5994880,4.85
CHEMBL6061137,6.26
CHEMBL3740713,5.35
CHEMBL3235200,5.65
CHEMBL6022090,8.7
CHEMBL3921816,8.24
CHEMBL2381515,7.43
CHEMBL5796361,8.4
CHEMBL1944920,5.05
CHEMBL96780,8.42
CHEMBL6054187,8.7
CHEMBL1812435,5.14
CHEMBL204715,5.62
CHEMBL3221560,6.0
CHEMBL2032380,8.464
CHEMBL197640,8.3
CHEMBL5086066,8.77
CHEMBL5964757,9.0
CHEMBL438805,6.02
CHEMBL5871812,7.85
CHEMBL5571083,5.07
CHEMBL4072299,7.96
CHEMBL1272113,5.9
CHEMBL3416600,7.42
CHEMBL3416602,6.81
CHEMBL1090355,6.72
CHEMBL5763517,8.41
CHEMBL2333163,6.22
CHEMBL6034137,8.52
CHEMBL6029813,7.7525
CHEMBL5195167,7.3
CHEMBL309598,4.935
CHEMBL5398817,7.7
CHEMBL6051697,8.7
CHEMBL5834058,8.22
CHEMBL4448162,9.0
CHEMBL4099377,7.51
CHEMBL5892565,6.12
CHEMBL3699608,7.19
CHEMBL3678954,8.3667
CHEMBL2087356,7.8
CHEMBL5271718,7.31
CHEMBL246687,7.3
CHEMBL393848,7.22
CHEMBL5778617,6.26
CHEMBL4225777,6.25
CHEMBL5977533,5.73
CHEMBL391387,6.82
CHEMBL5189114,7.52
CHEMBL4088200,6.775
CHEMBL76904,4.43
CHEMBL412367,7.4
CHEMBL312818,8.65
CHEMBL269620,6.27
CHEMBL469997,7.23
CHEMBL5412108,7.58
CHEMBL248044,7.05
CHEMBL114728,5.8
CHEMBL1958031,5.27
CHEMBL5944144,5.26
CHEMBL5567680,4.07
CHEMBL7819,6.145
CHEMBL6006898,7.89
CHEMBL343887,5.33
CHEMBL2087352,6.92
CHEMBL5809706,8.7
CHEMBL53796,7.76
CHEMBL1173191,4.97
CHEMBL248220,5.79
CHEMBL53940,8.05
CHEMBL5786389,7.5786
CHEMBL452980,6.62
CHEMBL120719,4.145
CHEMBL425601,8.05
CHEMBL591053,4.39
CHEMBL6005198,6.5117
CHEMBL5770747,8.52
CHEMBL5612077,4.78
CHEMBL5931174,8.07
CHEMBL1944924,4.61
CHEMBL3416620,6.38
CHEMBL5562495,6.48
CHEMBL2216827,6.195
CHEMBL1242573,5.92
CHEMBL5920414,6.76
CHEMBL5078816,7.17
CHEMBL1645469,6.18
CHEMBL6028869,8.52
CHEMBL4874550,6.35
CHEMBL5624545,8.085
CHEMBL5887780,7.17
CHEMBL5905270,8.825
CHEMBL5936173,9.0
CHEMBL251700,7.05
CHEMBL3735648,6.46
CHEMBL459729,4.68
CHEMBL344486,7.19
CHEMBL538507,5.68
CHEMBL5990005,8.7
CHEMBL5876257,8.7
CHEMBL335932,5.19
CHEMBL4060821,5.95
CHEMBL5287505,6.92
CHEMBL3671538,7.68
CHEMBL5747033,7.255
CHEMBL3979366,8.18
CHEMBL247513,6.96
CHEMBL3098312,4.17
CHEMBL5759938,7.82
CHEMBL5834938,8.52
CHEMBL213007,9.0
CHEMBL553137,6.88
CHEMBL3622669,6.85
CHEMBL5419099,6.35
CHEMBL5427561,6.75
CHEMBL5274187,7.21
CHEMBL2064397,5.14
CHEMBL60826,8.1
CHEMBL6012697,6.78
CHEMBL3234736,6.26
CHEMBL4441921,6.07
CHEMBL5977247,6.76
CHEMBL3945072,6.28
CHEMBL5397642,8.07
CHEMBL4078026,6.83
CHEMBL480349,7.92
CHEMBL5199354,7.38
CHEMBL3814956,7.7633
CHEMBL3676365,7.39
CHEMBL3912723,7.38
CHEMBL5712062,6.875
CHEMBL5819277,8.145
CHEMBL5970630,6.96
CHEMBL5751617,8.05
CHEMBL308672,6.35
CHEMBL3325473,5.96
CHEMBL119708,5.1
CHEMBL5175316,7.06
CHEMBL5840456,7.7
CHEMBL6031205,7.6
CHEMBL6060469,8.7
CHEMBL2064392,5.11
CHEMBL3263963,6.665
CHEMBL1958221,5.9
CHEMBL5877593,5.5575
CHEMBL4570333,7.905
CHEMBL311959,4.57
CHEMBL1946926,7.51
CHEMBL594790,4.87
CHEMBL5834209,7.85
CHEMBL5749360,7.92
CHEMBL3952877,7.55
CHEMBL1821883,4.62
CHEMBL5841112,8.3
CHEMBL5762347,6.32
CHEMBL5872035,6.76
CHEMBL3940909,7.66
CHEMBL5779638,5.62
CHEMBL3671479,8.52
CHEMBL407534,6.11
CHEMBL6048868,8.52
CHEMBL6023158,8.4733
CHEMBL2031303,9.57
CHEMBL1958022,5.87
CHEMBL443268,5.28
CHEMBL3613695,5.32
CHEMBL5896750,6.26
CHEMBL5808700,6.76
CHEMBL5916856,6.26
CHEMBL5798664,8.915
CHEMBL2178350,8.08
CHEMBL98,6.985
CHEMBL523573,6.89
CHEMBL4095447,7.88
CHEMBL4279057,8.435
CHEMBL3741436,5.8
CHEMBL53552,6.22
CHEMBL2426378,5.355
CHEMBL5807574,7.49
CHEMBL3237945,6.04
CHEMBL5288276,8.2333
CHEMBL6065282,5.26
CHEMBL597096,6.16
CHEMBL4251297,4.41
CHEMBL2337366,4.08
CHEMBL5288888,9.188
CHEMBL3800597,7.525
CHEMBL597948,7.59
CHEMBL3736183,6.6
CHEMBL4211573,5.64
CHEMBL4062722,6.745
CHEMBL166358,8.92
CHEMBL5779576,7.215
CHEMBL5812367,8.3
CHEMBL5817731,8.85
CHEMBL5208312,5.85
CHEMBL3403510,7.04
CHEMBL3678951,8.48
CHEMBL5281903,8.415
CHEMBL3985086,6.96
CHEMBL5199169,7.18
CHEMBL132466,4.75
CHEMBL3622634,6.99
CHEMBL5420051,7.13
CHEMBL5888462,6.26
CHEMBL6039752,8.7
CHEMBL4127897,7.655
CHEMBL4125840,7.295
CHEMBL1830276,6.23
CHEMBL5769497,5.26
CHEMBL5903227,8.1
CHEMBL56266,8.3
CHEMBL3758471,8.22
CHEMBL4103194,8.8
CHEMBL457250,5.78
CHEMBL4450824,8.81
CHEMBL289787,6.01
CHEMBL1916951,4.61
CHEMBL4286374,6.92
CHEMBL5922274,8.35
CHEMBL3805588,7.01
CHEMBL1254363,4.51
CHEMBL5870984,6.96
CHEMBL98248,6.77
CHEMBL127058,8.92
CHEMBL2325095,6.62
CHEMBL5838821,7.605
CHEMBL6024685,6.4767
CHEMBL1914664,7.28
CHEMBL3707348,5.45
CHEMBL3758585,6.16
CHEMBL2322330,7.94
CHEMBL4553685,7.43
CHEMBL3098317,5.62
CHEMBL540068,8.21
CHEMBL248108,7.46
CHEMBL255236,7.33
CHEMBL1242031,4.0
CHEMBL2031301,7.76
CHEMBL3233785,8.725
CHEMBL3765815,8.12
CHEMBL5218754,8.03
CHEMBL4865792,6.02
CHEMBL5960825,7.0367
CHEMBL5439126,7.28
CHEMBL5632112,4.56
CHEMBL5206400,6.475
CHEMBL144760,5.56
CHEMBL552634,6.16
CHEMBL5876947,6.84
CHEMBL5272694,5.35
CHEMBL4861493,5.95
CHEMBL1914461,8.48
CHEMBL431996,4.25
CHEMBL5975928,7.47
CHEMBL4129209,7.49
CHEMBL4129287,7.145
CHEMBL5277940,6.91
CHEMBL5838668,8.06
CHEMBL3740105,6.06
CHEMBL2336357,5.04
CHEMBL6057405,7.875
CHEMBL4206193,6.72
CHEMBL3608431,6.8625
CHEMBL2325107,5.69
CHEMBL48436,5.85
CHEMBL155293,5.13
CHEMBL6040863,6.52
CHEMBL5593611,5.23
CHEMBL158119,4.05
CHEMBL5745490,9.52
CHEMBL5965945,7.6
CHEMBL3900264,8.34
CHEMBL4520064,6.42
CHEMBL294395,7.21
CHEMBL364623,5.28
CHEMBL504117,7.3
CHEMBL1172419,4.54
CHEMBL93537,6.69
CHEMBL5805552,7.43
CHEMBL4438856,7.33
CHEMBL3219133,8.104
CHEMBL426124,5.835
CHEMBL5841647,8.05
CHEMBL5994959,7.43
CHEMBL5966767,8.6014
CHEMBL5967745,7.37
CHEMBL5753875,8.22
CHEMBL173453,5.85
CHEMBL5950889,7.48
CHEMBL5937225,5.19
CHEMBL5281446,5.7267
CHEMBL127367,6.41
CHEMBL1828860,5.53
CHEMBL5805901,8.7
CHEMBL327838,7.19
CHEMBL3891774,5.07
CHEMBL1242115,6.24
CHEMBL5288264,6.9
CHEMBL5401490,6.09
CHEMBL2047253,4.93
CHEMBL5997917,6.26
CHEMBL5287295,6.785
CHEMBL5632632,7.81
CHEMBL5433585,7.75
CHEMBL2031305,9.54
CHEMBL196438,7.7
CHEMBL3806248,8.43
CHEMBL5631902,6.73
CHEMBL399736,5.78
CHEMBL5784655,8.5
CHEMBL1934630,7.07
CHEMBL4102288,6.2
CHEMBL592139,4.97
CHEMBL5612851,7.43
CHEMBL4868614,8.54
CHEMBL2426282,7.1533
CHEMBL6022124,8.22
CHEMBL3699583,8.26
CHEMBL1173680,4.76
CHEMBL535,6.3667
CHEMBL5840868,6.8667
CHEMBL5783822,9.14
CHEMBL4779194,5.155
CHEMBL5814794,8.7
CHEMBL4864983,6.36
CHEMBL1914670,7.92
CHEMBL6009556,7.3425
CHEMBL3971413,7.14
CHEMBL5785458,7.71
CHEMBL5839813,6.99
CHEMBL5200783,5.74
CHEMBL169780,5.59
CHEMBL5190121,7.06
CHEMBL1828866,5.08
CHEMBL5783525,5.26
CHEMBL3699589,7.7
CHEMBL3752404,6.72
CHEMBL3671555,7.54
CHEMBL204420,7.52
CHEMBL4161938,7.5567
CHEMBL5938505,5.62
